submission_id,ID,QUD,RT,age,block,botresponse,comments,competence,condition,critical_question,education,endTime,exp_condition,experiment_id,gender,languages,main_type,optionLeft,optionRight,prior,prompt,question,relevance,response,startDate,startTime,test_question,timeSpent,title,trial_name,trial_number
1837,3,"Many people came to Carl's garden party yesterday, including his ex-wives Sue and Mary. It was terribly crowded everywhere. For most of the evening, John helped out Carl's wife in the kitchen where it was much more quiet during most of the party.",6031,30,test_question3,mary,N/A,0,test,NA,Higher Degree,1616581469418,hll,58,female,English,xor,certainly false,certainly true,0,<b>Carl invited his guests to a restaurant.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,24,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,test_false2,12.173116666666667,Carl's party,xor_question,7
1837,3,"Many people came to Carl's garden party yesterday, including his ex-wives Sue and Mary. It was terribly crowded everywhere. For most of the evening, John helped out Carl's wife in the kitchen where it was much more quiet during most of the party.",5786,30,test_question4,mary,N/A,0,test,NA,Higher Degree,1616581469418,hll,58,female,English,xor,certainly false,certainly true,0,<b>Carl was married more than once.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,100,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,test_true2,12.173116666666667,Carl's party,xor_question,8
1837,3,"Many people came to Carl's garden party yesterday, including his ex-wives Sue and Mary. It was terribly crowded everywhere. For most of the evening, John helped out Carl's wife in the kitchen where it was much more quiet during most of the party.",16691,30,xor,mary,N/A,0,critical,<b>Afterwards John told Carl's wife: 'Carl danced passionately with Sue or Mary.'</b>,Higher Degree,1616581469418,hll,58,female,English,xor,certainly false,certainly true,0,<b>From what John said we may conclude that Carl did not dance passionately with both Sue and Mary.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,79,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Carl's party,xor_question,9
1837,3,"Many people came to Carl's garden party yesterday, including his ex-wives Sue and Mary. It was terribly crowded everywhere. For most of the evening, John helped out Carl's wife in the kitchen where it was much more quiet during most of the party.",9727,30,rel,mary,N/A,0,critical,<b>Afterwards John told Carl's wife: 'Carl danced passionately with Sue or Mary.'</b>,Higher Degree,1616581469418,hll,58,female,English,xor,certainly false,certainly true,0,<b>It is important for Carl's wife to know whether Carl danced passionately with both Sue and Mary.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,33,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Carl's party,xor_question,10
1837,3,"Many people came to Carl's garden party yesterday, including his ex-wives Sue and Mary. It was terribly crowded everywhere. For most of the evening, John helped out Carl's wife in the kitchen where it was much more quiet during most of the party.",19506,30,comp,mary,N/A,0,critical,<b>Afterwards John told Carl's wife: 'Carl danced passionately with Sue or Mary.'</b>,Higher Degree,1616581469418,hll,58,female,English,xor,certainly false,certainly true,0,<b>John knows whether Carl danced passionately with both Sue and Mary.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,74,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Carl's party,xor_question,11
1837,1,"Mary, who is working as a teacher at a primary school in London, arrives at the school early in the morning. In the entrance hall she meets the headmaster whom the parents inform if the children are ill.",16850,30,test_question1,mary,N/A,1,test,NA,Higher Degree,1616581469418,hhl,58,female,English,some,certainly false,certainly true,0,<b>Mary has to get up early for work.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,50,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,test_true1,12.173116666666667,Teacher problems,xor_question,12
1837,1,"Mary, who is working as a teacher at a primary school in London, arrives at the school early in the morning. In the entrance hall she meets the headmaster whom the parents inform if the children are ill.",5856,30,rel,mary,N/A,1,critical,NA,Higher Degree,1616581469418,hhl,58,female,English,some,certainly false,certainly true,0,<b>It is important for Mary to know whether all of the children are ill.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,76,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Teacher problems,xor_question,13
1837,1,"Mary, who is working as a teacher at a primary school in London, arrives at the school early in the morning. In the entrance hall she meets the headmaster whom the parents inform if the children are ill.",3336,30,comp,mary,N/A,1,critical,NA,Higher Degree,1616581469418,hhl,58,female,English,some,certainly false,certainly true,0,<b>The headmaster knows whether all of the children are ill.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,100,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Teacher problems,xor_question,14
1837,1,"Mary, who is working as a teacher at a primary school in London, arrives at the school early in the morning. In the entrance hall she meets the headmaster whom the parents inform if the children are ill.",5380,30,pri,mary,N/A,1,critical,NA,Higher Degree,1616581469418,hhl,58,female,English,some,certainly false,certainly true,0,"<b>If at least some of the children are ill, then all of the children are ill.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,19,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Teacher problems,xor_question,15
1837,1,"Mary, who is working as a teacher at a primary school in London, arrives at the school early in the morning. In the entrance hall she meets the headmaster whom the parents inform if the children are ill.",5335,30,test_question2,mary,N/A,1,test,NA,Higher Degree,1616581469418,hhl,58,female,English,some,certainly false,certainly true,0,<b>The headmaster's name is Mr. Robert.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,30,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,test_uncertain,12.173116666666667,Teacher problems,xor_question,16
1837,1,"Mary, who is working as a teacher at a primary school in London, arrives at the school early in the morning. In the entrance hall she meets the headmaster whom the parents inform if the children are ill.",3395,30,test_question3,mary,N/A,1,test,NA,Higher Degree,1616581469418,hhl,58,female,English,some,certainly false,certainly true,0,<b>Mary is a teacher.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,100,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,test_true,12.173116666666667,Teacher problems,xor_question,17
1837,1,"Mary, who is working as a teacher at a primary school in London, arrives at the school early in the morning. In the entrance hall she meets the headmaster whom the parents inform if the children are ill.",4180,30,test_question4,mary,N/A,1,test,NA,Higher Degree,1616581469418,hhl,58,female,English,some,certainly false,certainly true,0,<b>Mary's students are in college. </b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,0,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,test_false1,12.173116666666667,Teacher problems,xor_question,18
1837,1,"Mary, who is working as a teacher at a primary school in London, arrives at the school early in the morning. In the entrance hall she meets the headmaster whom the parents inform if the children are ill.",7525,30,some,mary,N/A,1,critical,<b>He tells her: 'Some of the children in your class are ill today.'</b>,Higher Degree,1616581469418,hhl,58,female,English,some,certainly false,certainly true,0,<b>From what the headmaster said we may conclude that not all of the children are ill.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,97,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Teacher problems,xor_question,19
1837,1,"Mary, who is working as a teacher at a primary school in London, arrives at the school early in the morning. In the entrance hall she meets the headmaster whom the parents inform if the children are ill.",6616,30,rel,mary,N/A,1,critical,<b>He tells her: 'Some of the children in your class are ill today.'</b>,Higher Degree,1616581469418,hhl,58,female,English,some,certainly false,certainly true,0,<b>It is important for Mary to know whether all of the children are ill.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,78,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Teacher problems,xor_question,20
1837,1,"Mary, who is working as a teacher at a primary school in London, arrives at the school early in the morning. In the entrance hall she meets the headmaster whom the parents inform if the children are ill.",7939,30,comp,mary,N/A,1,critical,<b>He tells her: 'Some of the children in your class are ill today.'</b>,Higher Degree,1616581469418,hhl,58,female,English,some,certainly false,certainly true,0,<b>The headmaster knows whether all of the children are ill.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,100,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Teacher problems,xor_question,21
1837,6,"Kevin, Cory and Joshua are 7-year-olds from the same neighborhood. They are friends but argue a lot. Yesterday Joshua, who has very strict parents who usually make him do chores before he can go out, was later than usual to arrive at their hang-out. Kevin thinks that Joshua doesn’t like to play with them anymore.",20349,30,test_question1,mary,N/A,0,test,NA,Higher Degree,1616581469418,llh,58,female,English,xor,certainly false,certainly true,1,<b>Kevin and Cory are teenagers.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,0,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,test_false2,12.173116666666667,Joshua's delay,xor_question,22
1837,6,"Kevin, Cory and Joshua are 7-year-olds from the same neighborhood. They are friends but argue a lot. Yesterday Joshua, who has very strict parents who usually make him do chores before he can go out, was later than usual to arrive at their hang-out. Kevin thinks that Joshua doesn’t like to play with them anymore.",6016,30,pri,mary,N/A,0,critical,NA,Higher Degree,1616581469418,llh,58,female,English,xor,certainly false,certainly true,1,"<b>If Joshua had to do his homework, it is likely that he also had to clean his room before coming to the hang-out.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,68,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Joshua's delay,xor_question,23
1837,6,"Kevin, Cory and Joshua are 7-year-olds from the same neighborhood. They are friends but argue a lot. Yesterday Joshua, who has very strict parents who usually make him do chores before he can go out, was later than usual to arrive at their hang-out. Kevin thinks that Joshua doesn’t like to play with them anymore.",6521,30,pri,mary,N/A,0,critical,NA,Higher Degree,1616581469418,llh,58,female,English,xor,certainly false,certainly true,1,"<b>If Joshua had to clean is room, it is likely that he also had to do his homework before coming to the hang-out.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,75,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Joshua's delay,xor_question,24
1837,6,"Kevin, Cory and Joshua are 7-year-olds from the same neighborhood. They are friends but argue a lot. Yesterday Joshua, who has very strict parents who usually make him do chores before he can go out, was later than usual to arrive at their hang-out. Kevin thinks that Joshua doesn’t like to play with them anymore.",8588,30,rel,mary,N/A,0,critical,NA,Higher Degree,1616581469418,llh,58,female,English,xor,certainly false,certainly true,1,<b>It is important for Kevin to know whether Joshua had to both clean his room and do his homework before coming to the hang-out.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,34,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Joshua's delay,xor_question,25
1837,6,"Kevin, Cory and Joshua are 7-year-olds from the same neighborhood. They are friends but argue a lot. Yesterday Joshua, who has very strict parents who usually make him do chores before he can go out, was later than usual to arrive at their hang-out. Kevin thinks that Joshua doesn’t like to play with them anymore.",8974,30,comp,mary,N/A,0,critical,NA,Higher Degree,1616581469418,llh,58,female,English,xor,certainly false,certainly true,1,<b>Cory knows whether Joshua had to both clean his room and do his homework before coming to the hang-out.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,22,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Joshua's delay,xor_question,26
1837,6,"Kevin, Cory and Joshua are 7-year-olds from the same neighborhood. They are friends but argue a lot. Yesterday Joshua, who has very strict parents who usually make him do chores before he can go out, was later than usual to arrive at their hang-out. Kevin thinks that Joshua doesn’t like to play with them anymore.",5038,30,test_question2,mary,N/A,0,test,NA,Higher Degree,1616581469418,llh,58,female,English,xor,certainly false,certainly true,1,<b>Kevin already finished his homework for today.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,42,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,test_uncertain1,12.173116666666667,Joshua's delay,xor_question,27
1837,6,"Kevin, Cory and Joshua are 7-year-olds from the same neighborhood. They are friends but argue a lot. Yesterday Joshua, who has very strict parents who usually make him do chores before he can go out, was later than usual to arrive at their hang-out. Kevin thinks that Joshua doesn’t like to play with them anymore.",4986,30,test_question3,mary,N/A,0,test,NA,Higher Degree,1616581469418,llh,58,female,English,xor,certainly false,certainly true,1,<b>Cory is in elementary school.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,93,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,test_true1,12.173116666666667,Joshua's delay,xor_question,28
1837,6,"Kevin, Cory and Joshua are 7-year-olds from the same neighborhood. They are friends but argue a lot. Yesterday Joshua, who has very strict parents who usually make him do chores before he can go out, was later than usual to arrive at their hang-out. Kevin thinks that Joshua doesn’t like to play with them anymore.",5188,30,test_question4,mary,N/A,0,test,NA,Higher Degree,1616581469418,llh,58,female,English,xor,certainly false,certainly true,1,<b>Kevin cannot stand Joshua.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,64,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,test_false1,12.173116666666667,Joshua's delay,xor_question,29
1837,6,"Kevin, Cory and Joshua are 7-year-olds from the same neighborhood. They are friends but argue a lot. Yesterday Joshua, who has very strict parents who usually make him do chores before he can go out, was later than usual to arrive at their hang-out. Kevin thinks that Joshua doesn’t like to play with them anymore.",10759,30,xor,mary,N/A,0,critical,<b>Cory says to Kevin: 'Joshua had to clean his room or do his homework.'</b>,Higher Degree,1616581469418,llh,58,female,English,xor,certainly false,certainly true,1,<b>From what Cory said we may conclude that Joshua did not have to both clean his room and do his homework.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,25,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Joshua's delay,xor_question,30
1837,6,"Kevin, Cory and Joshua are 7-year-olds from the same neighborhood. They are friends but argue a lot. Yesterday Joshua, who has very strict parents who usually make him do chores before he can go out, was later than usual to arrive at their hang-out. Kevin thinks that Joshua doesn’t like to play with them anymore.",5598,30,rel,mary,N/A,0,critical,<b>Cory says to Kevin: 'Joshua had to clean his room or do his homework.'</b>,Higher Degree,1616581469418,llh,58,female,English,xor,certainly false,certainly true,1,<b>It is important for Kevin to know whether Joshua had to both clean his room and do his homework before coming to the hang-out.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,68,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Joshua's delay,xor_question,31
1837,6,"Kevin, Cory and Joshua are 7-year-olds from the same neighborhood. They are friends but argue a lot. Yesterday Joshua, who has very strict parents who usually make him do chores before he can go out, was later than usual to arrive at their hang-out. Kevin thinks that Joshua doesn’t like to play with them anymore.",7436,30,comp,mary,N/A,0,critical,<b>Cory says to Kevin: 'Joshua had to clean his room or do his homework.'</b>,Higher Degree,1616581469418,llh,58,female,English,xor,certainly false,certainly true,1,<b>Cory knows whether Joshua had to both clean his room and do his homework before coming to the hang-out.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,39,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Joshua's delay,xor_question,32
1837,2,"Brad is notorious for his shabby clothes. His friends Gina and Mandy make frequent jokes about it, much to Brad's distress. Brad has a date next week, and Gina heard that he finally went shopping the other day.",12028,30,test_question1,mary,N/A,0,test,NA,Higher Degree,1616581469418,hlh,58,female,English,xor,certainly false,certainly true,1,<b>Brad is not happy about the fact that his friends make jokes about his shabby clothes.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,80,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,test_true,12.173116666666667,Brad's clothes,xor_question,33
1837,2,"Brad is notorious for his shabby clothes. His friends Gina and Mandy make frequent jokes about it, much to Brad's distress. Brad has a date next week, and Gina heard that he finally went shopping the other day.",3956,30,rel,mary,N/A,0,critical,NA,Higher Degree,1616581469418,hlh,58,female,English,xor,certainly false,certainly true,1,<b>It is important for Mandy to know whether Brad bought both a sweater and a pair of jeans.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,16,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Brad's clothes,xor_question,34
1837,2,"Brad is notorious for his shabby clothes. His friends Gina and Mandy make frequent jokes about it, much to Brad's distress. Brad has a date next week, and Gina heard that he finally went shopping the other day.",4000,30,pri,mary,N/A,0,critical,NA,Higher Degree,1616581469418,hlh,58,female,English,xor,certainly false,certainly true,1,"<b>If Brad bought a pair of jeans, it is likely that he also bought a sweater.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,28,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Brad's clothes,xor_question,35
1837,2,"Brad is notorious for his shabby clothes. His friends Gina and Mandy make frequent jokes about it, much to Brad's distress. Brad has a date next week, and Gina heard that he finally went shopping the other day.",3238,30,pri,mary,N/A,0,critical,NA,Higher Degree,1616581469418,hlh,58,female,English,xor,certainly false,certainly true,1,"<b>If Brad bought a sweater, it is likely that he also bought a pair of jeans.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,32,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Brad's clothes,xor_question,36
1837,2,"Brad is notorious for his shabby clothes. His friends Gina and Mandy make frequent jokes about it, much to Brad's distress. Brad has a date next week, and Gina heard that he finally went shopping the other day.",5125,30,comp,mary,N/A,0,critical,NA,Higher Degree,1616581469418,hlh,58,female,English,xor,certainly false,certainly true,1,<b>Gina knows whether Brad bought both a sweater and a pair of jeans.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,11,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Brad's clothes,xor_question,37
1837,2,"Brad is notorious for his shabby clothes. His friends Gina and Mandy make frequent jokes about it, much to Brad's distress. Brad has a date next week, and Gina heard that he finally went shopping the other day.",4478,30,test_question2,mary,N/A,0,test,NA,Higher Degree,1616581469418,hlh,58,female,English,xor,certainly false,certainly true,1,<b>Gina and Mandy have know each other since kindergarden.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,0,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,test_uncertain2,12.173116666666667,Brad's clothes,xor_question,38
1837,2,"Brad is notorious for his shabby clothes. His friends Gina and Mandy make frequent jokes about it, much to Brad's distress. Brad has a date next week, and Gina heard that he finally went shopping the other day.",3124,30,test_question3,mary,N/A,0,test,NA,Higher Degree,1616581469418,hlh,58,female,English,xor,certainly false,certainly true,1,<b>Gina is Brad's sister.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,38,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,test_false2,12.173116666666667,Brad's clothes,xor_question,39
1837,2,"Brad is notorious for his shabby clothes. His friends Gina and Mandy make frequent jokes about it, much to Brad's distress. Brad has a date next week, and Gina heard that he finally went shopping the other day.",3617,30,test_question4,mary,N/A,0,test,NA,Higher Degree,1616581469418,hlh,58,female,English,xor,certainly false,certainly true,1,<b>Gina and Mandy care about Brad.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,67,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,test_true1,12.173116666666667,Brad's clothes,xor_question,40
1837,2,"Brad is notorious for his shabby clothes. His friends Gina and Mandy make frequent jokes about it, much to Brad's distress. Brad has a date next week, and Gina heard that he finally went shopping the other day.",10638,30,xor,mary,N/A,0,critical,<b>Gina tells Mandy: 'Brad bought a sweater or a pair of jeans.'</b>,Higher Degree,1616581469418,hlh,58,female,English,xor,certainly false,certainly true,1,<b>From what Gina said we may conclude that Brad did not buy both a sweater and a pair of jeans.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,27,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Brad's clothes,xor_question,41
1837,2,"Brad is notorious for his shabby clothes. His friends Gina and Mandy make frequent jokes about it, much to Brad's distress. Brad has a date next week, and Gina heard that he finally went shopping the other day.",4757,30,comp,mary,N/A,0,critical,<b>Gina tells Mandy: 'Brad bought a sweater or a pair of jeans.'</b>,Higher Degree,1616581469418,hlh,58,female,English,xor,certainly false,certainly true,1,<b>Gina knows whether Brad bought both a sweater and a pair of jeans.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,63,Wed Mar 24 2021 10:12:19 GMT+0000 (Greenwich Mean Time),1616580739031,no,12.173116666666667,Brad's clothes,xor_question,42
