submission_id,ID,QUD,RT,block,condition,critical_question,exp_condition,experiment_id,main_type,prompt,question,response,test_question,title,trial_name,trial_number,class_condition,prior_class,w_utterance,block_extended,mean_resp,mean_resp_block,expected_block
1972,11,"Leo is sponsoring a golf tournament. In particular, he provides a luxurious car for any hole-in-one. When Leo arrives at the tournament, his friend Hans who arrived shortly before him comes up to him to tell about the events so far.",5616,relevance,critical,NA,hll,58,xor,<b>It is important for Leo to know whether someone hit a hole-in-one on both the first and the second hole.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Leo's prize_hll,xor_question,16,relevance,1,FALSE,relevance,52.775252525252526,78.5625,100
1972,11,"Leo is sponsoring a golf tournament. In particular, he provides a luxurious car for any hole-in-one. When Leo arrives at the tournament, his friend Hans who arrived shortly before him comes up to him to tell about the events so far.",8564,target,critical,<b>Hans tells Leo: 'I heard someone just hit a hole-in-one on the first or second hole.'</b>,hll,58,xor,<b>From what Hans said we may conclude that the player in question didn't hit a hole-in-one on both the first and the second hole.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",84,no,Leo's prize_hll,xor_question,20,relevance,1,TRUE,target,68.22474747474747,84.625,NA
1972,11,"Leo is sponsoring a golf tournament. In particular, he provides a luxurious car for any hole-in-one. When Leo arrives at the tournament, his friend Hans who arrived shortly before him comes up to him to tell about the events so far.",6593,competence,critical,<b>Hans tells Leo: 'I heard someone just hit a hole-in-one on the first or second hole.'</b>,hll,58,xor,<b>Hans knows whether someone just made a hole-in-one on both the first and the second hole.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",38,no,Leo's prize_hll,xor_question,21,competence,0,TRUE,competence_wUtt,60.35606060606061,52.8125,0
1972,11,"Leo is sponsoring a golf tournament. In particular, he provides a luxurious car for any hole-in-one. When Leo arrives at the tournament, his friend Hans who arrived shortly before him comes up to him to tell about the events so far.",5425,relevance,critical,<b>Hans tells Leo: 'I heard someone just hit a hole-in-one on the first or second hole.'</b>,hll,58,xor,<b>It is important for Leo to know whether someone hit a hole-in-one on both the first and the second hole.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",71,no,Leo's prize_hll,xor_question,22,relevance,1,TRUE,relevance_wUtt,52.775252525252526,78.5625,100
1972,6,Cedric and Tara are invited to a wedding. After the ceremony there's a champagne reception. Tara notices that there is apple juice on the tray with beverages and she wonders why.,9903,prior,critical,NA,lll,58,some,"<b>If at least some of the guests like apple juice, then all of the guests like apple juice.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,no,Champagne reception_lll,xor_question,24,prior,0,FALSE,prior,28.62878787878788,12,0
1972,6,Cedric and Tara are invited to a wedding. After the ceremony there's a champagne reception. Tara notices that there is apple juice on the tray with beverages and she wonders why.,5197,relevance,critical,NA,lll,58,some,<b>It is important for Tara to know whether all of the guests like apple juice.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,no,Champagne reception_lll,xor_question,25,relevance,0,FALSE,relevance,63.946969696969695,35.96875,0
1972,6,Cedric and Tara are invited to a wedding. After the ceremony there's a champagne reception. Tara notices that there is apple juice on the tray with beverages and she wonders why.,3602,competence,critical,NA,lll,58,some,<b>Cedric knows whether all of the guests like apple juice.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,no,Champagne reception_lll,xor_question,26,competence,0,FALSE,competence,58.457070707070706,20.625,0
1972,6,Cedric and Tara are invited to a wedding. After the ceremony there's a champagne reception. Tara notices that there is apple juice on the tray with beverages and she wonders why.,5942,target,critical,<b>Cedric says: 'Some of the guests like apple juice.'</b>,lll,58,some,<b>From what Cedric said we may conclude that not all of the guests like apple juice.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Champagne reception_lll,xor_question,30,relevance,0,TRUE,target,81.36111111111111,72.9375,NA
1972,6,Cedric and Tara are invited to a wedding. After the ceremony there's a champagne reception. Tara notices that there is apple juice on the tray with beverages and she wonders why.,3524,relevance,critical,<b>Cedric says: 'Some of the guests like apple juice.'</b>,lll,58,some,<b>It is important for Tara to know whether all of the guests like apple juice.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",29,no,Champagne reception_lll,xor_question,31,relevance,0,TRUE,relevance_wUtt,63.946969696969695,35.96875,0
1972,6,Cedric and Tara are invited to a wedding. After the ceremony there's a champagne reception. Tara notices that there is apple juice on the tray with beverages and she wonders why.,3238,competence,critical,<b>Cedric says: 'Some of the guests like apple juice.'</b>,lll,58,some,<b>Cedric knows whether all of the guests like apple juice.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,no,Champagne reception_lll,xor_question,32,competence,0,TRUE,competence_wUtt,58.457070707070706,20.625,0
1972,1,"During summer camp, every student was allowed at most one main dish for lunch, but some students queued up twice. Mrs Sanders was with her son Ted during the whole lunch break yesterday. A teacher approaches Mrs Sanders to find out how her son behaved during lunch.",3785,competence,critical,NA,hhl,58,xor,<b>Mrs Sanders knows whether Ted had both pizza and pasta yesterday.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Mrs Sanders' son_hhl,xor_question,34,competence,1,FALSE,competence,60.35606060606061,75.81818181818181,100
1972,1,"During summer camp, every student was allowed at most one main dish for lunch, but some students queued up twice. Mrs Sanders was with her son Ted during the whole lunch break yesterday. A teacher approaches Mrs Sanders to find out how her son behaved during lunch.",4004,prior,critical,NA,hhl,58,xor,"<b>If Ted had pasta, it is likely that he also had pizza yesterday.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",24,no,Mrs Sanders' son_hhl,xor_question,35,prior,0,FALSE,prior,41.82575757575758,32,0
1972,1,"During summer camp, every student was allowed at most one main dish for lunch, but some students queued up twice. Mrs Sanders was with her son Ted during the whole lunch break yesterday. A teacher approaches Mrs Sanders to find out how her son behaved during lunch.",3627,prior,critical,NA,hhl,58,xor,"<b>If Ted had pizza, it is likely that he also had pasta yesterday.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",17,no,Mrs Sanders' son_hhl,xor_question,36,prior,0,FALSE,prior,41.82575757575758,32,0
1972,1,"During summer camp, every student was allowed at most one main dish for lunch, but some students queued up twice. Mrs Sanders was with her son Ted during the whole lunch break yesterday. A teacher approaches Mrs Sanders to find out how her son behaved during lunch.",3122,relevance,critical,NA,hhl,58,xor,<b>It is important for the teacher to know whether Ted had both pizza and pasta yesterday.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Mrs Sanders' son_hhl,xor_question,37,relevance,1,FALSE,relevance,52.775252525252526,52.04545454545455,100
1972,1,"During summer camp, every student was allowed at most one main dish for lunch, but some students queued up twice. Mrs Sanders was with her son Ted during the whole lunch break yesterday. A teacher approaches Mrs Sanders to find out how her son behaved during lunch.",7664,target,critical,<b>Mrs Sanders says to the teacher: 'Ted had pizza or pasta yesterday.'</b>,hhl,58,xor,<b>From what Mrs Sanders said we may conclude that Ted did not have both pizza and pasta.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Mrs Sanders' son_hhl,xor_question,41,relevance,1,TRUE,target,68.22474747474747,80.18181818181819,NA
1972,1,"During summer camp, every student was allowed at most one main dish for lunch, but some students queued up twice. Mrs Sanders was with her son Ted during the whole lunch break yesterday. A teacher approaches Mrs Sanders to find out how her son behaved during lunch.",7988,competence,critical,<b>Mrs Sanders says to the teacher: 'Ted had pizza or pasta yesterday.'</b>,hhl,58,xor,<b>Mrs Sanders knows whether Ted had both pizza and pasta yesterday.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Mrs Sanders' son_hhl,xor_question,42,competence,1,TRUE,competence_wUtt,60.35606060606061,75.81818181818181,100
1972,1,"During summer camp, every student was allowed at most one main dish for lunch, but some students queued up twice. Mrs Sanders was with her son Ted during the whole lunch break yesterday. A teacher approaches Mrs Sanders to find out how her son behaved during lunch.",19507,relevance,critical,<b>Mrs Sanders says to the teacher: 'Ted had pizza or pasta yesterday.'</b>,hhl,58,xor,<b>It is important for the teacher to know whether Ted had both pizza and pasta yesterday.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Mrs Sanders' son_hhl,xor_question,43,relevance,1,TRUE,relevance_wUtt,52.775252525252526,52.04545454545455,100
1972,5,"Tony loves to dance to electronic music, preferably Techno. The simpler and more monotonic, the better. He contemplates going to club Macabre tonight, but he has no idea what music they play. He phones his friend Rob who works at club Macabre as a bartender.",5547,prior,critical,NA,lhl,58,xor,"<b>If they play Metal at the club tonight, it is likely that they also play Jazz.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,no,Tony's clubbing_lhl,xor_question,45,prior,0,FALSE,prior,41.82575757575758,17,0
1972,5,"Tony loves to dance to electronic music, preferably Techno. The simpler and more monotonic, the better. He contemplates going to club Macabre tonight, but he has no idea what music they play. He phones his friend Rob who works at club Macabre as a bartender.",3466,prior,critical,NA,lhl,58,xor,"<b>If they play Jazz at the club tonight, it is likely that they also play Metal.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,no,Tony's clubbing_lhl,xor_question,46,prior,0,FALSE,prior,41.82575757575758,17,0
1972,5,"Tony loves to dance to electronic music, preferably Techno. The simpler and more monotonic, the better. He contemplates going to club Macabre tonight, but he has no idea what music they play. He phones his friend Rob who works at club Macabre as a bartender.",5205,relevance,critical,NA,lhl,58,xor,<b>It is important for Tony to know whether they play both Jazz and Metal at the club tonight.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",79,no,Tony's clubbing_lhl,xor_question,47,relevance,0,FALSE,relevance,52.775252525252526,44.86363636363637,0
1972,5,"Tony loves to dance to electronic music, preferably Techno. The simpler and more monotonic, the better. He contemplates going to club Macabre tonight, but he has no idea what music they play. He phones his friend Rob who works at club Macabre as a bartender.",7432,competence,critical,NA,lhl,58,xor,<b>Rob knows whether they play both Jazz and Metal at the club tonight.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Tony's clubbing_lhl,xor_question,48,competence,1,FALSE,competence,60.35606060606061,80.31818181818181,100
1972,5,"Tony loves to dance to electronic music, preferably Techno. The simpler and more monotonic, the better. He contemplates going to club Macabre tonight, but he has no idea what music they play. He phones his friend Rob who works at club Macabre as a bartender.",6048,target,critical,<b>Rob tells Tony: 'They play Jazz or Metal tonight.'</b>,lhl,58,xor,<b>From what Rob said we may conclude that they do not play both Jazz and Metal tonight.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Tony's clubbing_lhl,xor_question,52,relevance,0,TRUE,target,68.22474747474747,72.81818181818181,NA
1972,5,"Tony loves to dance to electronic music, preferably Techno. The simpler and more monotonic, the better. He contemplates going to club Macabre tonight, but he has no idea what music they play. He phones his friend Rob who works at club Macabre as a bartender.",5395,relevance,critical,<b>Rob tells Tony: 'They play Jazz or Metal tonight.'</b>,lhl,58,xor,<b>It is important for Tony to know whether they play both Jazz and Metal at the club tonight.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",24,no,Tony's clubbing_lhl,xor_question,53,relevance,0,TRUE,relevance_wUtt,52.775252525252526,44.86363636363637,0
1972,5,"Tony loves to dance to electronic music, preferably Techno. The simpler and more monotonic, the better. He contemplates going to club Macabre tonight, but he has no idea what music they play. He phones his friend Rob who works at club Macabre as a bartender.",11324,competence,critical,<b>Rob tells Tony: 'They play Jazz or Metal tonight.'</b>,lhl,58,xor,<b>Rob knows whether they play both Jazz and Metal at the club tonight.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Tony's clubbing_lhl,xor_question,54,competence,1,TRUE,competence_wUtt,60.35606060606061,80.31818181818181,100
1972,19,"Henry is in the hospital because he broke his arm in a skiing accident. His aunt Bethany visited him yesterday and brought him some fruit and a bag of M&Ms. Later, Henry tells his father about her visit.",10299,prior,critical,NA,lhh,58,some,"<b>If Henry liked at least some of the M&Ms, then he liked all of them.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",90,no,M&Ms in the hospital_lhh,xor_question,56,prior,1,FALSE,prior,28.62878787878788,52.2,100
1972,19,"Henry is in the hospital because he broke his arm in a skiing accident. His aunt Bethany visited him yesterday and brought him some fruit and a bag of M&Ms. Later, Henry tells his father about her visit.",4061,relevance,critical,NA,lhh,58,some,<b>It is important for Henry's father to know whether Henry liked all of the M&Ms.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,no,M&Ms in the hospital_lhh,xor_question,57,relevance,0,FALSE,relevance,63.946969696969695,17.95,0
1972,19,"Henry is in the hospital because he broke his arm in a skiing accident. His aunt Bethany visited him yesterday and brought him some fruit and a bag of M&Ms. Later, Henry tells his father about her visit.",5152,competence,critical,NA,lhh,58,some,<b>Henry knows whether he liked all of the M&Ms.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,M&Ms in the hospital_lhh,xor_question,58,competence,1,FALSE,competence,58.457070707070706,86.8,100
1972,19,"Henry is in the hospital because he broke his arm in a skiing accident. His aunt Bethany visited him yesterday and brought him some fruit and a bag of M&Ms. Later, Henry tells his father about her visit.",5151,target,critical,<b>Henry tells his father: 'I liked some of the M&Ms.'</b>,lhh,58,some,<b>From what Henry said we may conclude that he did not like all of the M&Ms.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,M&Ms in the hospital_lhh,xor_question,62,relevance,0,TRUE,target,81.36111111111111,87.6,NA
1972,19,"Henry is in the hospital because he broke his arm in a skiing accident. His aunt Bethany visited him yesterday and brought him some fruit and a bag of M&Ms. Later, Henry tells his father about her visit.",3000,competence,critical,<b>Henry tells his father: 'I liked some of the M&Ms.'</b>,lhh,58,some,<b>Henry knows whether he liked all of the M&Ms.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,M&Ms in the hospital_lhh,xor_question,63,competence,1,TRUE,competence_wUtt,58.457070707070706,86.8,100
1972,19,"Henry is in the hospital because he broke his arm in a skiing accident. His aunt Bethany visited him yesterday and brought him some fruit and a bag of M&Ms. Later, Henry tells his father about her visit.",3548,relevance,critical,<b>Henry tells his father: 'I liked some of the M&Ms.'</b>,lhh,58,some,<b>It is important for Henry's father to know whether Henry liked all of the M&Ms.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,no,M&Ms in the hospital_lhh,xor_question,64,relevance,0,TRUE,relevance_wUtt,63.946969696969695,17.95,0
1972,39,Freddy is finally allowed to get a cat. He and his mum go to an animal shelter to choose one they want to take home with them. Freddy wonders whether the cats he sees are also still available.,3723,competence,critical,NA,llh,58,some,<b>Freddy's mum knows whether all of the cats at the shelter are available.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",22,no,Shelter_llh,xor_question,66,competence,0,FALSE,competence,58.457070707070706,54.107142857142854,0
1972,39,Freddy is finally allowed to get a cat. He and his mum go to an animal shelter to choose one they want to take home with them. Freddy wonders whether the cats he sees are also still available.,3067,prior,critical,NA,llh,58,some,"<b>If at least some of the cats at the shelter are available, then all of the cats are available.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,no,Shelter_llh,xor_question,67,prior,1,FALSE,prior,28.62878787878788,15.428571428571429,100
1972,39,Freddy is finally allowed to get a cat. He and his mum go to an animal shelter to choose one they want to take home with them. Freddy wonders whether the cats he sees are also still available.,3918,relevance,critical,NA,llh,58,some,<b>It is important for Freddy to know whether all of the cats at the shelter are available.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Shelter_llh,xor_question,68,relevance,0,FALSE,relevance,63.946969696969695,62.5,0
1972,39,Freddy is finally allowed to get a cat. He and his mum go to an animal shelter to choose one they want to take home with them. Freddy wonders whether the cats he sees are also still available.,5177,target,critical,<b>Freddy's mum tells him: 'Some of the cats are available.'</b>,llh,58,some,<b>From what Freddy's mum said we may conclude that not all of the cats are available.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Shelter_llh,xor_question,72,relevance,0,TRUE,target,81.36111111111111,91.14285714285714,NA
1972,39,Freddy is finally allowed to get a cat. He and his mum go to an animal shelter to choose one they want to take home with them. Freddy wonders whether the cats he sees are also still available.,5528,competence,critical,<b>Freddy's mum tells him: 'Some of the cats are available.'</b>,llh,58,some,<b>Freddy's mum knows whether all of the cats at the shelter are available.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Shelter_llh,xor_question,73,competence,0,TRUE,competence_wUtt,58.457070707070706,54.107142857142854,0
1972,39,Freddy is finally allowed to get a cat. He and his mum go to an animal shelter to choose one they want to take home with them. Freddy wonders whether the cats he sees are also still available.,3696,relevance,critical,<b>Freddy's mum tells him: 'Some of the cats are available.'</b>,llh,58,some,<b>It is important for Freddy to know whether all of the cats at the shelter are available.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Shelter_llh,xor_question,74,relevance,0,TRUE,relevance_wUtt,63.946969696969695,62.5,0
1972,0,"Hannah and Jamie want to open a youth hostel. They are just setting up the last details for the common room and are making a list of things they still need to get. The room should be cozy and friendly. Jamie comes back into the room, carrying a box with books Jamie received from his father.",51431,relevance,critical,NA,hhh,58,some,<b>It is important for Hannah to know whether all of the books are meant for use in the common room.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Youth hostel_hhh,xor_question,76,relevance,1,FALSE,relevance,63.946969696969695,75.16666666666667,100
1972,0,"Hannah and Jamie want to open a youth hostel. They are just setting up the last details for the common room and are making a list of things they still need to get. The room should be cozy and friendly. Jamie comes back into the room, carrying a box with books Jamie received from his father.",3830,competence,critical,NA,hhh,58,some,<b>Jamie knows whether all of the books are meant for use in the common room.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Youth hostel_hhh,xor_question,77,competence,1,FALSE,competence,58.457070707070706,85.33333333333333,100
1972,0,"Hannah and Jamie want to open a youth hostel. They are just setting up the last details for the common room and are making a list of things they still need to get. The room should be cozy and friendly. Jamie comes back into the room, carrying a box with books Jamie received from his father.",12291,prior,critical,NA,hhh,58,some,"<b>If at least some of the books are meant for use in the common room, then all of the books are meant for use in the common room.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",10,no,Youth hostel_hhh,xor_question,78,prior,1,FALSE,prior,28.62878787878788,39.22222222222222,100
1972,0,"Hannah and Jamie want to open a youth hostel. They are just setting up the last details for the common room and are making a list of things they still need to get. The room should be cozy and friendly. Jamie comes back into the room, carrying a box with books Jamie received from his father.",4459,target,critical,<b>Jamie says: 'Some of the books are meant for use in the common room.'</b>,hhh,58,some,<b>From what Jamie said we may conclude that not all of the books are meant for use in the common room.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Youth hostel_hhh,xor_question,82,relevance,1,TRUE,target,81.36111111111111,96.88888888888889,NA
1972,0,"Hannah and Jamie want to open a youth hostel. They are just setting up the last details for the common room and are making a list of things they still need to get. The room should be cozy and friendly. Jamie comes back into the room, carrying a box with books Jamie received from his father.",33738,competence,critical,<b>Jamie says: 'Some of the books are meant for use in the common room.'</b>,hhh,58,some,<b>Jamie knows whether all of the books are meant for use in the common room.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Youth hostel_hhh,xor_question,83,competence,1,TRUE,competence_wUtt,58.457070707070706,85.33333333333333,100
1972,0,"Hannah and Jamie want to open a youth hostel. They are just setting up the last details for the common room and are making a list of things they still need to get. The room should be cozy and friendly. Jamie comes back into the room, carrying a box with books Jamie received from his father.",4753,relevance,critical,<b>Jamie says: 'Some of the books are meant for use in the common room.'</b>,hhh,58,some,<b>It is important for Hannah to know whether all of the books are meant for use in the common room.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Youth hostel_hhh,xor_question,84,relevance,1,TRUE,relevance_wUtt,63.946969696969695,75.16666666666667,100
1971,36,"John is one of the best violinists in the world and is practicing for his fifth world tour. Before every new tour, he plays the concert for his violin teacher and his best, but unfortunately very unmusical friend Jason to get some final feedback on his performance.",12416,competence,critical,NA,hlh,58,some,<b>Jason knows whether all of the notes were spot-on.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",81,no,Violinist_hlh,xor_question,2,competence,0,FALSE,competence,58.457070707070706,25.2,0
1971,36,"John is one of the best violinists in the world and is practicing for his fifth world tour. Before every new tour, he plays the concert for his violin teacher and his best, but unfortunately very unmusical friend Jason to get some final feedback on his performance.",14138,relevance,critical,NA,hlh,58,some,<b>It is important for John to know whether all of the notes were spot-on.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",81,no,Violinist_hlh,xor_question,3,relevance,1,FALSE,relevance,63.946969696969695,84.63333333333334,100
1971,36,"John is one of the best violinists in the world and is practicing for his fifth world tour. Before every new tour, he plays the concert for his violin teacher and his best, but unfortunately very unmusical friend Jason to get some final feedback on his performance.",10977,prior,critical,NA,hlh,58,some,"<b>If at least some of the notes were spot-on, then all of the notes were spot-on.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",70,no,Violinist_hlh,xor_question,4,prior,1,FALSE,prior,28.62878787878788,38.6,100
1971,36,"John is one of the best violinists in the world and is practicing for his fifth world tour. Before every new tour, he plays the concert for his violin teacher and his best, but unfortunately very unmusical friend Jason to get some final feedback on his performance.",7274,target,critical,<b>Jason tells John: 'Some of the notes were spot-on.'</b>,hlh,58,some,<b>From what Jason said we may conclude that not all of the notes were spot-on.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",85,no,Violinist_hlh,xor_question,8,relevance,1,TRUE,target,81.36111111111111,55.733333333333334,NA
1971,36,"John is one of the best violinists in the world and is practicing for his fifth world tour. Before every new tour, he plays the concert for his violin teacher and his best, but unfortunately very unmusical friend Jason to get some final feedback on his performance.",4928,competence,critical,<b>Jason tells John: 'Some of the notes were spot-on.'</b>,hlh,58,some,<b>Jason knows whether all of the notes were spot-on.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",94,no,Violinist_hlh,xor_question,9,competence,0,TRUE,competence_wUtt,58.457070707070706,25.2,0
