subj,trigger,target,Predictors,Predictor_response,prior_categorization,Prior categorization,Trigger
subj_5,some,1.3942200384130474,Competence,-0.5529138501202134,0,low,Some
subj_5,some,1.3942200384130474,Relevance,0.5025595528881366,1,high,Some
subj_5,some,1.3942200384130474,Prior,-0.26428348101918026,0,low,Some
subj_5,or,-0.45405014119930376,Competence,-0.2754837529064374,0,low,Or
subj_5,or,-0.45405014119930376,Relevance,-1.0520326330819894,0,low,Or
subj_5,or,-0.45405014119930376,Prior,0.1353439758555306,1,high,Or
subj_5,some,-0.6811050078126916,Competence,1.385422741391901,1,high,Some
subj_5,some,-0.6811050078126916,Relevance,0.9564483640565823,1,high,Some
subj_5,some,-0.6811050078126916,Prior,-0.13998089542081327,0,low,Some
subj_5,or,-0.7977302040823518,Competence,0.6568981101689731,1,high,Or
subj_5,or,-0.7977302040823518,Relevance,-1.57377976557809,0,low,Or
subj_5,or,-0.7977302040823518,Prior,-1.397237665766183,0,low,Or
subj_5,some,-0.33878248304277914,Competence,-0.05878696758373655,0,low,Some
subj_5,some,-0.33878248304277914,Relevance,-0.17244253800922366,0,low,Some
subj_5,some,-0.33878248304277914,Prior,-0.5735264829547987,0,low,Some
subj_6,or,0.7786940911302835,Competence,-0.3857992080444068,0,low,Or
subj_6,or,0.7786940911302835,Relevance,-1.2363208516668927,0,low,Or
subj_6,or,0.7786940911302835,Prior,-0.7312662565124335,0,low,Or
subj_6,some,1.7983592643950137,Competence,1.0383550505295218,1,high,Some
subj_6,some,1.7983592643950137,Relevance,-0.48411790274269045,0,low,Some
subj_6,some,1.7983592643950137,Prior,1.7900567230493063,1,high,Some
subj_6,or,1.2368691631277882,Competence,1.2238001067873692,1,high,Or
subj_6,or,1.2368691631277882,Relevance,-0.6812747120521595,0,low,Or
subj_6,or,1.2368691631277882,Prior,0.09078773397413042,1,high,Or
subj_6,some,-0.5701696231142231,Competence,-0.09642622882025396,0,low,Some
subj_6,some,-0.5701696231142231,Relevance,-0.3846440540767368,0,low,Some
subj_6,some,-0.5701696231142231,Prior,-0.0715195649036335,0,low,Some
subj_6,or,0.9563439329892797,Competence,-0.3951916520575152,0,low,Or
subj_6,or,0.9563439329892797,Relevance,0.3719130726342518,1,high,Or
subj_6,or,0.9563439329892797,Prior,-1.7043702762483808,0,low,Or
subj_6,some,-0.32088706664104283,Competence,-1.5791044608320775,0,low,Some
subj_6,some,-0.32088706664104283,Relevance,0.6508616057318417,1,high,Some
subj_6,some,-0.32088706664104283,Prior,-0.11177090297380875,0,low,Some
subj_6,or,-0.17006212237015494,Competence,0.9908712161128161,1,high,Or
subj_6,or,-0.17006212237015494,Relevance,2.0016132690479194,1,high,Or
subj_6,or,-0.17006212237015494,Prior,0.5390933750626833,1,high,Or
subj_6,some,-3.040787317884703,Competence,-0.7965048236754535,0,low,Some
subj_6,some,-3.040787317884703,Relevance,-0.23803042687553325,0,low,Some
subj_6,some,-3.040787317884703,Prior,0.19898916855213628,1,high,Some
subj_7,or,-0.35297480460041053,Competence,-0.5296805571702408,0,low,Or
subj_7,or,-0.35297480460041053,Relevance,-0.6270748445627591,0,low,Or
subj_7,or,-0.35297480460041053,Prior,0.18483305203655537,1,high,Or
subj_7,some,-0.419375912555656,Competence,-0.12469366991789722,0,low,Some
subj_7,some,-0.419375912555656,Relevance,0.37070148059154234,1,high,Some
subj_7,some,-0.419375912555656,Prior,-0.9991602073834458,0,low,Some
subj_7,or,-0.30517535611984903,Competence,-1.1034664746770022,0,low,Or
subj_7,or,-0.30517535611984903,Relevance,1.6830554439525331,1,high,Or
subj_7,or,-0.30517535611984903,Prior,0.5826175502964309,1,high,Or
subj_7,some,0.708382440022143,Competence,-0.1171033719773131,0,low,Some
subj_7,some,0.708382440022143,Relevance,0.3807615398246434,1,high,Some
subj_7,some,0.708382440022143,Prior,-0.2619840997371458,0,low,Some
subj_7,or,0.5831054240341327,Competence,-0.8619256149661154,0,low,Or
subj_7,or,0.5831054240341327,Relevance,0.4741105971155146,1,high,Or
subj_7,or,0.5831054240341327,Prior,1.692628690425439,1,high,Or
subj_7,some,0.7712326212317429,Competence,-0.00275537302065674,0,low,Some
subj_7,some,0.7712326212317429,Relevance,-0.764741946679928,0,low,Some
subj_7,some,0.7712326212317429,Prior,-1.5076305824428349,0,low,Some
subj_7,or,2.642995760101774,Competence,2.068683920438922,1,high,Or
subj_7,or,2.642995760101774,Relevance,0.11673149379517242,1,high,Or
subj_7,or,2.642995760101774,Prior,-0.2779995167945345,0,low,Or
subj_7,some,0.9411029121804986,Competence,0.6709411412903028,1,high,Some
subj_7,some,0.9411029121804986,Relevance,-1.6335437640367185,0,low,Some
subj_7,some,0.9411029121804986,Prior,0.5866951135995359,1,high,Some
subj_8,or,0.2832843091671672,Competence,-0.3082863065982119,0,low,Or
subj_8,or,0.2832843091671672,Relevance,0.01856841267234587,1,high,Or
subj_8,or,0.2832843091671672,Prior,-0.415851489454056,0,low,Or
subj_8,some,0.21861700678792478,Competence,0.5470049892329273,1,high,Some
subj_8,some,0.21861700678792478,Relevance,-0.7898108423516089,0,low,Some
subj_8,some,0.21861700678792478,Prior,0.08670679591980195,1,high,Some
subj_8,or,1.1918001165214043,Competence,0.7117485357736244,1,high,Or
subj_8,or,1.1918001165214043,Relevance,2.2636755892548317,1,high,Or
subj_8,or,1.1918001165214043,Prior,-2.0570394715176836,0,low,Or
subj_8,some,0.9725768349116413,Competence,-0.42557603937318167,0,low,Some
subj_8,some,0.9725768349116413,Relevance,0.35106104669875604,1,high,Some
subj_8,some,0.9725768349116413,Prior,0.5091321444970618,1,high,Some
subj_8,or,-0.07456533971018148,Competence,-2.1808735936215884,0,low,Or
subj_8,or,-0.07456533971018148,Relevance,-0.8107568430963302,0,low,Or
subj_8,or,-0.07456533971018148,Prior,0.5200744715413924,1,high,Or
subj_8,some,0.7110899110610557,Competence,0.24431609854891928,1,high,Some
subj_8,some,0.7110899110610557,Relevance,-0.06778935742158736,0,low,Some
subj_8,some,0.7110899110610557,Prior,-0.14274856136593972,0,low,Some
subj_8,or,-1.3543931940903755,Competence,0.4758948291452376,1,high,Or
subj_8,or,-1.3543931940903755,Relevance,-0.5036710892752044,0,low,Or
subj_8,or,-1.3543931940903755,Prior,1.4256880072003026,1,high,Or
subj_8,some,-0.31042904700732454,Competence,0.9357714868922736,1,high,Some
subj_8,some,-0.31042904700732454,Relevance,-0.46127691648120234,0,low,Some
subj_8,some,-0.31042904700732454,Prior,0.07403810317912052,1,high,Some
subj_9,or,-0.7722257633603874,Competence,0.25622080803491387,1,high,Or
subj_9,or,-0.7722257633603874,Relevance,1.378674989104761,1,high,Or
subj_9,or,-0.7722257633603874,Prior,0.03758820126329611,1,high,Or
subj_9,some,0.11764319209208313,Competence,-0.8331959014689332,0,low,Some
subj_9,some,0.11764319209208313,Relevance,-1.1293828338846787,0,low,Some
subj_9,some,0.11764319209208313,Prior,0.3875836355417598,1,high,Some
subj_9,or,-0.9853222790015449,Competence,-0.36940808497985117,0,low,Or
subj_9,or,-0.9853222790015449,Relevance,0.2467912200662528,1,high,Or
subj_9,or,-0.9853222790015449,Prior,1.7730627842360511,1,high,Or
subj_9,some,0.9053448743936194,Competence,-1.3980847314182772,0,low,Some
subj_9,some,0.9053448743936194,Relevance,0.38323598077589277,1,high,Some
subj_9,some,0.9053448743936194,Prior,-1.625928829756571,0,low,Some
subj_9,or,-0.6601745652133304,Competence,0.3064443804578821,1,high,Or
subj_9,or,-0.6601745652133304,Relevance,0.913287012454689,1,high,Or
subj_9,or,-0.6601745652133304,Prior,0.21135660104962556,1,high,Or
subj_9,some,0.29832639326388977,Competence,0.6116968400674764,1,high,Some
subj_9,some,0.29832639326388977,Relevance,-0.31682405336986563,0,low,Some
subj_9,some,0.29832639326388977,Prior,0.43534674560141406,1,high,Some
subj_9,or,-0.7673650438264416,Competence,-0.44090492521947733,0,low,Or
subj_9,or,-0.7673650438264416,Relevance,0.15444751045505156,1,high,Or
subj_9,or,-0.7673650438264416,Prior,-0.8141748103456452,0,low,Or
subj_9,some,-0.14948776165161842,Competence,1.8672316145262662,1,high,Some
subj_9,some,-0.14948776165161842,Relevance,-1.6302298256021028,0,low,Some
subj_9,some,-0.14948776165161842,Prior,-0.40483432758993093,0,low,Some
subj_10,or,-0.752531832001315,Competence,-1.3404990493680153,0,low,Or
subj_10,or,-0.752531832001315,Relevance,-1.2211152121437319,0,low,Or
subj_10,or,-0.752531832001315,Prior,-0.35621451530423887,0,low,Or
subj_10,some,0.0950494198692158,Competence,-0.23318796080460333,0,low,Some
subj_10,some,0.0950494198692158,Relevance,0.018817063864783563,1,high,Some
subj_10,some,0.0950494198692158,Prior,-1.114711204108416,0,low,Some
subj_10,or,-0.13887762446700264,Competence,0.7535680705175306,1,high,Or
subj_10,or,-0.13887762446700264,Relevance,0.6508505845601876,1,high,Or
subj_10,or,-0.13887762446700264,Prior,-0.9515969699948466,0,low,Or
subj_10,some,1.1269220446791417,Competence,0.7063497404462095,1,high,Some
subj_10,some,1.1269220446791417,Relevance,0.05924131698848938,1,high,Some
subj_10,some,1.1269220446791417,Prior,1.437558208325429,1,high,Some
subj_10,or,-0.3020938375290911,Competence,-0.5253176541004805,0,low,Or
subj_10,or,-0.3020938375290911,Relevance,-1.378473027630132,0,low,Or
subj_10,or,-0.3020938375290911,Prior,-0.8868555331659531,0,low,Or
subj_10,some,1.2427877207268614,Competence,-1.036719529228934,0,low,Some
subj_10,some,1.2427877207268614,Relevance,-0.533537128549472,0,low,Some
subj_10,some,1.2427877207268614,Prior,0.47771443059227386,1,high,Some
subj_10,or,-0.5777997643567928,Competence,0.02335382352801307,1,high,Or
subj_10,or,-0.5777997643567928,Relevance,1.145409311418357,1,high,Or
subj_10,or,-0.5777997643567928,Prior,1.2766779947828983,1,high,Or
subj_10,some,-0.228042441388019,Competence,1.6524525590102799,1,high,Some
subj_10,some,-0.228042441388019,Relevance,1.2588070914915186,1,high,Some
subj_10,some,-0.228042441388019,Prior,0.11742758887285391,1,high,Some
subj_11,or,0.4948105502339861,Competence,1.3408174910573134,1,high,Or
subj_11,or,0.4948105502339861,Relevance,0.5579440347600437,1,high,Or
subj_11,or,0.4948105502339861,Prior,-0.7298261532421296,0,low,Or
subj_11,some,0.8609893823800183,Competence,-0.8917260434762274,0,low,Some
subj_11,some,0.8609893823800183,Relevance,0.41129052352599843,1,high,Some
subj_11,some,0.8609893823800183,Prior,1.5434702352322025,1,high,Some
subj_11,or,-0.6571371447030034,Competence,0.29213117681534484,1,high,Or
subj_11,or,-0.6571371447030034,Relevance,-0.2405057518365382,0,low,Or
subj_11,or,-0.6571371447030034,Prior,-0.6625265956621551,0,low,Or
subj_11,some,-2.2133065133172045,Competence,1.0544072389871764,1,high,Some
subj_11,some,-2.2133065133172045,Relevance,-1.5683445393144806,0,low,Some
subj_11,some,-2.2133065133172045,Prior,-1.3886499094812985,0,low,Some
subj_11,or,-0.44759549984839797,Competence,-0.7278861791818113,0,low,Or
subj_11,or,-0.44759549984839797,Relevance,0.41853762830523,1,high,Or
subj_11,or,-0.44759549984839797,Prior,-0.4699347220841655,0,low,Or
subj_11,some,-0.49675905964037076,Competence,0.621529961334516,1,high,Some
subj_11,some,-0.49675905964037076,Relevance,-0.5020492474252899,0,low,Some
subj_11,some,-0.49675905964037076,Prior,-0.007828818537568298,0,low,Some
subj_11,or,-2.1981574296310624,Competence,-0.18623824989121868,0,low,Or
subj_11,or,-2.1981574296310624,Relevance,1.7162910769705682,1,high,Or
subj_11,or,-2.1981574296310624,Prior,0.7441946812693621,1,high,Or
subj_11,some,0.07237669649907597,Competence,-1.5030353956450935,0,low,Some
subj_11,some,0.07237669649907597,Relevance,-0.793163724985532,0,low,Some
subj_11,some,0.07237669649907597,Prior,0.9711012825057529,1,high,Some
subj_12,or,-0.29346984650987484,Competence,0.5742759124028626,1,high,Or
subj_12,or,-0.29346984650987484,Relevance,-0.6876503488847341,0,low,Or
subj_12,or,-0.29346984650987484,Prior,0.00625956221103429,1,high,Or
subj_12,some,-0.8053189180368576,Competence,1.5048024479136406,1,high,Some
subj_12,some,-0.8053189180368576,Relevance,-0.25369066635229875,0,low,Some
subj_12,some,-0.8053189180368576,Prior,2.0948469600201807,1,high,Some
subj_12,or,0.3318548160022664,Competence,-0.31805747813697177,0,low,Or
subj_12,or,0.3318548160022664,Relevance,-1.3127152150664883,0,low,Or
subj_12,or,0.3318548160022664,Prior,-0.5042319213797342,0,low,Or
subj_12,some,-0.14959881695967156,Competence,-0.45776904464598633,0,low,Some
subj_12,some,-0.14959881695967156,Relevance,0.34822615713146776,1,high,Some
subj_12,some,-0.14959881695967156,Prior,-1.3232995211619658,0,low,Some
subj_12,or,-1.7844872366088147,Competence,-0.7973617035997232,0,low,Or
subj_12,or,-1.7844872366088147,Relevance,1.3937537364371995,1,high,Or
subj_12,or,-1.7844872366088147,Prior,0.2597719384127315,1,high,Or
subj_12,some,-2.610225199118865,Competence,1.050121008245548,1,high,Some
subj_12,some,-2.610225199118865,Relevance,-0.7610261802959949,0,low,Some
subj_12,some,-2.610225199118865,Prior,0.012321166257446446,1,high,Some
subj_12,or,-0.7284947768630832,Competence,-1.5349529126969965,0,low,Or
subj_12,or,-0.7284947768630832,Relevance,-0.16538078871274198,0,low,Or
subj_12,or,-0.7284947768630832,Prior,-0.7142496695519499,0,low,Or
subj_12,some,1.6415134095315336,Competence,-0.02105822948237332,0,low,Some
subj_12,some,1.6415134095315336,Relevance,1.4384833057435908,1,high,Some
subj_12,some,1.6415134095315336,Prior,0.16858148519225705,1,high,Some
subj_13,or,-0.48197988189243113,Competence,-1.3741217335337415,0,low,Or
subj_13,or,-0.48197988189243113,Relevance,0.4817030405517854,1,high,Or
subj_13,or,-0.48197988189243113,Prior,-1.1311400340659084,0,low,Or
subj_13,some,0.17501859322018454,Competence,1.2196087136853366,1,high,Some
subj_13,some,0.17501859322018454,Relevance,0.7067641376975857,1,high,Some
subj_13,some,0.17501859322018454,Prior,0.2599349743248697,1,high,Some
subj_13,or,-1.22154783000135,Competence,0.42968373203813226,1,high,Or
subj_13,or,-1.22154783000135,Relevance,0.5679098562634757,1,high,Or
subj_13,or,-1.22154783000135,Prior,-0.24402142128326554,0,low,Or
subj_13,some,-0.02538098761089702,Competence,0.7885584371747503,1,high,Some
subj_13,some,-0.02538098761089702,Relevance,0.16979916181420845,1,high,Some
subj_13,some,-0.02538098761089702,Prior,-0.7704749376749093,0,low,Some
subj_13,or,-0.8982915340421149,Competence,0.3310387164150458,1,high,Or
subj_13,or,-0.8982915340421149,Relevance,-0.9186089733546716,0,low,Or
subj_13,or,-0.8982915340421149,Prior,0.6798987819186317,1,high,Or
subj_13,some,-2.1238712541062346,Competence,0.44357351185362176,1,high,Some
subj_13,some,-2.1238712541062346,Relevance,0.10400228325503826,1,high,Some
subj_13,some,-2.1238712541062346,Prior,0.3891241482334496,1,high,Some
subj_13,or,-0.46009019200288476,Competence,-0.2781566772800153,0,low,Or
subj_13,or,-0.46009019200288476,Relevance,0.9349601898185839,1,high,Or
subj_13,or,-0.46009019200288476,Prior,1.8318237218154154,1,high,Or
subj_13,some,-0.9228075384457148,Competence,-1.5601847003531302,0,low,Some
subj_13,some,-0.9228075384457148,Relevance,-2.0465296960460058,0,low,Some
subj_13,some,-0.9228075384457148,Prior,-1.0151452332682833,0,low,Some
subj_14,or,0.9282161409497273,Competence,0.6708011201915682,1,high,Or
subj_14,or,0.9282161409497273,Relevance,1.4920427002681973,1,high,Or
subj_14,or,0.9282161409497273,Prior,-0.7777888936952271,0,low,Or
subj_14,some,-0.13260408980302069,Competence,0.21781637307663435,1,high,Some
subj_14,some,-0.13260408980302069,Relevance,-0.9083965670491654,0,low,Some
subj_14,some,-0.13260408980302069,Prior,-0.7200696170839331,0,low,Some
subj_14,or,0.5824794671139285,Competence,1.4427085680612124,1,high,Or
subj_14,or,0.5824794671139285,Relevance,0.6967712467387721,1,high,Or
subj_14,or,0.5824794671139285,Prior,-0.598746749586143,0,low,Or
subj_14,some,-1.0973581109078765,Competence,0.2191406125313686,1,high,Some
subj_14,some,-1.0973581109078765,Relevance,0.12345264535889475,1,high,Some
subj_14,some,-1.0973581109078765,Prior,1.359687897942862,1,high,Some
subj_14,or,-1.900994343118915,Competence,-0.9211247666201744,0,low,Or
subj_14,or,-1.900994343118915,Relevance,-1.7828397921507384,0,low,Or
subj_14,or,-1.900994343118915,Prior,1.3851956886471049,1,high,Or
subj_14,some,1.498246558644803,Competence,0.7405964507272172,1,high,Some
subj_14,some,1.498246558644803,Relevance,0.4433787336920018,1,high,Some
subj_14,some,1.498246558644803,Prior,0.5807697184607389,1,high,Some
subj_14,or,0.2782646816710427,Competence,-0.8952335964632456,0,low,Or
subj_14,or,0.2782646816710427,Relevance,-0.22024284141665115,0,low,Or
subj_14,or,0.2782646816710427,Prior,-1.188089721999116,0,low,Or
subj_14,some,-0.600084526784953,Competence,-1.4747047615045803,0,low,Some
subj_14,some,-0.600084526784953,Relevance,0.15583387455868913,1,high,Some
subj_14,some,-0.600084526784953,Prior,-0.040958322686286436,0,low,Some
subj_15,or,0.12313954670632818,Competence,-1.2866430079390214,0,low,Or
subj_15,or,0.12313954670632818,Relevance,-0.35232195839438407,0,low,Or
subj_15,or,0.12313954670632818,Prior,-0.6400664797738506,0,low,Or
subj_15,some,-0.43035906818186254,Competence,-1.0319593789572659,0,low,Some
subj_15,some,-0.43035906818186254,Relevance,1.5084843748983063,1,high,Some
subj_15,some,-0.43035906818186254,Prior,-0.43202432302113775,0,low,Some
subj_15,or,0.0859289943389735,Competence,-0.046011544564734136,0,low,Or
subj_15,or,0.0859289943389735,Relevance,-0.3122656429218861,0,low,Or
subj_15,or,0.0859289943389735,Prior,-1.1991833993236067,0,low,Or
subj_15,some,1.0283529236874496,Competence,1.7759638322614764,1,high,Some
subj_15,some,1.0283529236874496,Relevance,0.8110861746296999,1,high,Some
subj_15,some,1.0283529236874496,Prior,-0.6178878490180686,0,low,Some
subj_15,or,-0.3176046225044503,Competence,0.19138593220723307,1,high,Or
subj_15,or,-0.3176046225044503,Relevance,0.7641053308179996,1,high,Or
subj_15,or,-0.3176046225044503,Prior,-0.28736673098200405,0,low,Or
subj_15,some,0.7556010136740394,Competence,-0.6585084298809981,0,low,Some
subj_15,some,0.7556010136740394,Relevance,-1.1368804706156506,0,low,Some
subj_15,some,0.7556010136740394,Prior,0.22773853873508387,1,high,Some
subj_15,or,0.9062197301644318,Competence,0.3089625684024452,1,high,Or
subj_15,or,0.9062197301644318,Relevance,0.11605886589763596,1,high,Or
subj_15,or,0.9062197301644318,Prior,1.6999136761091183,1,high,Or
subj_15,some,-1.4515546115928841,Competence,0.7468100284708652,1,high,Some
subj_15,some,-1.4515546115928841,Relevance,-1.3982666743117211,0,low,Some
subj_15,some,-1.4515546115928841,Prior,1.248876567274465,1,high,Some
subj_16,or,1.5690235678119104,Competence,0.3653276272260505,1,high,Or
subj_16,or,1.5690235678119104,Relevance,-0.34401405142833374,0,low,Or
subj_16,or,1.5690235678119104,Prior,1.4452090929738697,1,high,Or
subj_16,some,0.04857054143450354,Competence,1.044168997356052,1,high,Some
subj_16,some,0.04857054143450354,Relevance,0.7256428840878221,1,high,Some
subj_16,some,0.04857054143450354,Prior,-0.17695625880598384,0,low,Some
subj_16,or,-1.5894419714220382,Competence,0.4777499287941461,1,high,Or
subj_16,or,-1.5894419714220382,Relevance,-0.8588491352755119,0,low,Or
subj_16,or,-1.5894419714220382,Prior,0.03446712130148382,1,high,Or
subj_16,some,0.2304579102119711,Competence,-1.0614415531609347,0,low,Some
subj_16,some,0.2304579102119711,Relevance,0.29473108475399457,1,high,Some
subj_16,some,0.2304579102119711,Prior,0.975799273290732,1,high,Some
subj_16,or,0.5563940547494819,Competence,1.4276420145016149,1,high,Or
subj_16,or,0.5563940547494819,Relevance,0.1927772927530932,1,high,Or
